Category,Message
phishing,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
phishing,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL
legitimate,will you like to be spoiled? :)
phishing,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154"
legitimate,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
legitimate,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
legitimate,Den wat will e schedule b lk on sun?
legitimate,Lol enjoy role playing much?
legitimate,Ok. Me watching tv too.
legitimate,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
legitimate,"Just checked out, heading out to drop off my stuff now"
legitimate,Here got lots of hair dresser fr china.
legitimate,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
legitimate,Ill call you evening ill some ideas.
phishing,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
legitimate,Did you show him and wot did he say or could u not c him 4 dust?
legitimate,It should take about  &lt;#&gt;  min
phishing,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
legitimate,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
legitimate,I cant pick the phone right now. Pls send a message
phishing,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
legitimate,Finish liao... U?
phishing,88066 FROM 88066 LOST 3POUND HELP
legitimate,Haha i think i did too
legitimate,U know we watchin at lido?
legitimate,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
legitimate,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
legitimate,Cold. Dont be sad dear
legitimate,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
legitimate,Is that on the telly? No its Brdget Jones!
legitimate,Love you aathi..love u lot..
legitimate,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
legitimate,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
legitimate,"Sorry, I'll call later in meeting"
legitimate,R Ã¼ comin back for dinner?
legitimate,"I hav almost reached. Call, i m unable to connect u."
legitimate,Whom you waited for yesterday
legitimate,I reach home safe n sound liao...
legitimate,"Velly good, yes please!"
legitimate,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
legitimate,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
legitimate,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
legitimate,Dont you have message offer
phishing,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
legitimate,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
legitimate,Remind me how to get there and I shall do so
legitimate,:-( that's not v romantic!
legitimate,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
phishing,You have 1 new message. Please call 08718738034.
legitimate,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
phishing,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
legitimate,Draw va?i dont think so:)
legitimate,Dont pick up d call when something important is There to tell. Hrishi
phishing,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
legitimate,Nothin comes to my mind. Ã help me buy hanger lor. Ur laptop not heavy?
legitimate,"&lt;#&gt; , that's all? Guess that's easy enough"
legitimate,We can make a baby in yo tho
legitimate,Should I tell my friend not to come round til like  &lt;#&gt; ish?
legitimate,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
legitimate,Still in the area of the restaurant. Ill try to come back soon
legitimate,"Aight that'll work, thanks"
phishing,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
phishing,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow
legitimate,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
phishing,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
phishing,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
phishing,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
legitimate,So what do you guys do.
legitimate,Also that chat was awesome but don't make it regular unless you can see her in person
legitimate,That's significant but dont worry.
legitimate,That's cause your old. I live to be high.
legitimate,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
legitimate,On the way to office da..
legitimate,In which place do you want da.
legitimate,This pain couldn't have come at a worse time.
legitimate,Ok...
legitimate,Should I be stalking u?
legitimate,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
legitimate,Ok lor.
legitimate,Apps class varaya elaya.
legitimate,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
phishing,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
legitimate,That day you asked about anand number. Why:-)
legitimate,Am surfing online store. For offers do you want to buy any thing.
legitimate,Long beach lor. Expected... U having dinner now?
legitimate,At home by the way
legitimate,We are both fine. Thanks
legitimate,What happen to her tell the truth
legitimate,Do you like Italian food?
legitimate,Which is weird because I know I had it at one point
legitimate,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
legitimate,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
legitimate,"Alright, see you in a bit"
legitimate,Cheers for the message Zogtorius. IÂve been staring at my phone for an age deciding whether to text or not.
legitimate,I will take care of financial problem.i will help:)
legitimate,Tell dear what happen to you. Why you talking to me like an alian
phishing,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
legitimate,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
legitimate,Okie...
legitimate,"Hi this is yijue, can i meet u at 11 tmr?"
legitimate,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
legitimate,But i dint slept in afternoon.
legitimate,That seems unnecessarily affectionate
legitimate,Yar else i'll thk of all sorts of funny things.
legitimate,You will be in the place of that man
phishing,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3"
legitimate,Thats cool. How was your day?
phishing,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
legitimate,R we going with the  &lt;#&gt;  bus?
legitimate,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
legitimate,No..he joined today itself.
legitimate,Okay same with me. Well thanks for the clarification
legitimate,I'll talk to the others and probably just come early tomorrow then
phishing,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
legitimate,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
legitimate,Hi. I'm sorry i missed your call. Can you pls call back.
legitimate,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
phishing,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
legitimate,Ok then no need to tell me anything i am going to sleep good night
legitimate,Ok try to do week end course in coimbatore.
phishing,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
legitimate,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
legitimate,If you r @ home then come down within 5 min
legitimate,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
legitimate,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut?"
legitimate,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
legitimate,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
phishing,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
legitimate,Dunno lei he neva say...
legitimate,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
legitimate,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
phishing,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
